mapping_version	row_key_v1	manifest_ordinal	canonical_row_rank	family_contract_display_id	backend	cell_storage_id	semantic_operation_id	isa_ordinal_or_scalar	backend_outcome	backend_na_reason	backend_evidence_anchor	direct_symbol	direct_symbol_storage_id	shared_kernel_id	kernel_owner_cell_key	kernel_owner_dependency_id	kernel_batch_display_id	kernel_batch_storage_id	evidence_batch_display_id	evidence_batch_storage_id
v1	rk-v1-b33d6e0272b8a4781ce06aa6cd053be275e05d86557edf668e208c50545bcecc	33	30	FC-v1-utf8-source	archsimd	cell-v1-3777eb6996649fd2a5f2a722e35fc529f50de24795618a220b72685baa4975a5	op-v1-e873fa9443cdd8f0da23033c51511f306b365bb447808f2c01e2a44185f4b40d	12	eligible		simd/archsimd Go 1.26.5:FC-v1-utf8-source audit row; required primitives: byte classification, lookup/shuffle, error masks, compaction, u16/u32 widening, surrogate construction, endian stores, first-error; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	convertUTF8ToUTF32WithErrorsArchsimd	symbol-v1-d2063391354609b6769522deda76ee6124b663d61e65a06c389413dea85c82b7	shared-kernel-v1-b4a4f692082abad6e73c672459de22648eda4d3d429e4b75e9f23f4f2237d59a	cell-v1-3777eb6996649fd2a5f2a722e35fc529f50de24795618a220b72685baa4975a5		KB-v1-FC-v1-utf8-source-archsimd-01	batch-v1-9406058fd9a7a896244f251e90a58ca52a503ea33f860e0615d0929321bb4ebd	EB-v1-KB-v1-FC-v1-utf8-source-archsimd-01-01	batch-v1-8477bd93a8f95addd8d83b5e89855ee5f3d72d931b5092ea59be9dadcb2a14a3
v1	rk-v1-b33d6e0272b8a4781ce06aa6cd053be275e05d86557edf668e208c50545bcecc	33	30	FC-v1-utf8-source	neon	cell-v1-7ce19483f8837c6cca00f90bfa27bc664e20a40e83907e15a1470483c0c5ef4c	op-v1-e873fa9443cdd8f0da23033c51511f306b365bb447808f2c01e2a44185f4b40d	12	eligible		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1450;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf8_to_utf32.cpp	convertUTF8ToUTF32WithErrorsNEON	symbol-v1-219927bc67031a62e181e477a1abb0b660053501619818e780fabbc96d205378	shared-kernel-v1-5ffbd3c69afffba80bd8915945e7ce498a445d16540267b4c629db56d13784b4	cell-v1-7ce19483f8837c6cca00f90bfa27bc664e20a40e83907e15a1470483c0c5ef4c		KB-v1-FC-v1-utf8-source-neon-01	batch-v1-f6f4ae449816ec240ef5a01754d9f2429a97d0dc389d8d74668ce4627627b4ef	EB-v1-KB-v1-FC-v1-utf8-source-neon-01-01	batch-v1-7930c272b9778fa1d753dd094ccb1c33652c6820fde49f8088832e6210a25aaf
v1	rk-v1-a3c639f96453c71cd9a7e264435ce68a18dc81c5de75da822ed99353d5aecff9	34	28	FC-v1-utf8-source	westmere	cell-v1-9282d239c5ac034f38a7d509a23b4d3fc2dbd4d2d5189f93b58f4197004c6bbc	op-v1-9faf24b0d77040758b655ad10726a067ac785521ef338911bbc14377e4cd1124	10	eligible		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1492;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf8_to_latin1.cpp	convertValidUTF8ToLatin1Westmere	symbol-v1-ae59b3502058df416559f45912160fd87d123dc405cba0e9e9a330a39349e5af	shared-kernel-v1-fb3f715c33da0d379a0ec3bb3f74104060a7ef58fb6cc8aa592382543afc150c	cell-v1-9282d239c5ac034f38a7d509a23b4d3fc2dbd4d2d5189f93b58f4197004c6bbc		KB-v1-FC-v1-utf8-source-westmere-01	batch-v1-d6267aa5608874f1103310a50a7bd32f8d65c30405c23f74b255f22784a1e49f	EB-v1-KB-v1-FC-v1-utf8-source-westmere-01-01	batch-v1-e1eb6e607314581be3dafd56fd3ac7d432031d5c2ab20107acbc15c9fcff8d15
v1	rk-v1-a3c639f96453c71cd9a7e264435ce68a18dc81c5de75da822ed99353d5aecff9	34	28	FC-v1-utf8-source	haswell	cell-v1-04cdbe5aafe56015f8b38bdec2c77ce636bc531b821bda18ec2517eb306ad3f9	op-v1-9faf24b0d77040758b655ad10726a067ac785521ef338911bbc14377e4cd1124	10	eligible		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1492;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf8_to_latin1.cpp	convertValidUTF8ToLatin1Haswell	symbol-v1-e1d2098f56a19a2a39a1c62d1b62eb1fe8658d4070b8502995ca2082ae259a77	shared-kernel-v1-cbdabc4f72bb92d7d8876cd0a2a3a845b92b9e2083798f6f3fdb1a6d233f2828	cell-v1-04cdbe5aafe56015f8b38bdec2c77ce636bc531b821bda18ec2517eb306ad3f9		KB-v1-FC-v1-utf8-source-haswell-01	batch-v1-2ad0ccd2f957c58d11bcb08ea60017a907c4d689acc6ffdb750f2be35afe5788	EB-v1-KB-v1-FC-v1-utf8-source-haswell-01-01	batch-v1-46fa6d92405aec6f8346b984e174ae84c0914e35162bf4819b40ff6a9909e190
v1	rk-v1-a3c639f96453c71cd9a7e264435ce68a18dc81c5de75da822ed99353d5aecff9	34	28	FC-v1-utf8-source	archsimd	cell-v1-69ab4f50be06a3cb5104d05326a54b1396fcb93ed7218f7044da3336bbc420bd	op-v1-9faf24b0d77040758b655ad10726a067ac785521ef338911bbc14377e4cd1124	10	eligible		simd/archsimd Go 1.26.5:FC-v1-utf8-source audit row; required primitives: byte classification, lookup/shuffle, error masks, compaction, u16/u32 widening, surrogate construction, endian stores, first-error; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	convertValidUTF8ToLatin1Archsimd	symbol-v1-d5469c0c2342ea41c45a32a9802c74d51a0e3a94ed367494e69768ab97cbb264	shared-kernel-v1-067ca4912f71e40f567a220b2965ac24c3d63aadcce1662a93044910e2d86eab	cell-v1-69ab4f50be06a3cb5104d05326a54b1396fcb93ed7218f7044da3336bbc420bd		KB-v1-FC-v1-utf8-source-archsimd-01	batch-v1-9406058fd9a7a896244f251e90a58ca52a503ea33f860e0615d0929321bb4ebd	EB-v1-KB-v1-FC-v1-utf8-source-archsimd-01-01	batch-v1-8477bd93a8f95addd8d83b5e89855ee5f3d72d931b5092ea59be9dadcb2a14a3
v1	rk-v1-a3c639f96453c71cd9a7e264435ce68a18dc81c5de75da822ed99353d5aecff9	34	28	FC-v1-utf8-source	neon	cell-v1-86da5a2c5b5325111bdfb132db91ea6cb945501f6f07c6699939a791a1b270a9	op-v1-9faf24b0d77040758b655ad10726a067ac785521ef338911bbc14377e4cd1124	10	eligible		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1492;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf8_to_latin1.cpp	convertValidUTF8ToLatin1NEON	symbol-v1-11b709e7ef1870add17246263309bc6b61fdc9669025e4fb7cdfba4d3722d018	shared-kernel-v1-77c9c530323e948911bf64fe8b7e7f21d9088828dc2a49bf3015fe41e30c5c5e	cell-v1-86da5a2c5b5325111bdfb132db91ea6cb945501f6f07c6699939a791a1b270a9		KB-v1-FC-v1-utf8-source-neon-01	batch-v1-f6f4ae449816ec240ef5a01754d9f2429a97d0dc389d8d74668ce4627627b4ef	EB-v1-KB-v1-FC-v1-utf8-source-neon-01-01	batch-v1-7930c272b9778fa1d753dd094ccb1c33652c6820fde49f8088832e6210a25aaf
v1	rk-v1-39d339dfdc299a62bfa5e3709e08634d3514c773be66c5e1b5d34651a1a74c94	35	32	FC-v1-utf8-source	westmere	cell-v1-6e7acfeafd457ef889c05120ae60c2933c8f8273a7d616d2eb8aae51df37b0d1	op-v1-40ff3813edc41e431f3dfdfd52ef8beeeb37db6a3a1a28156be20f66ed3e1dca	11	not_applicable	native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1525									
v1	rk-v1-39d339dfdc299a62bfa5e3709e08634d3514c773be66c5e1b5d34651a1a74c94	35	32	FC-v1-utf8-source	haswell	cell-v1-dead16c223222ce1d97f8565ded862328e6b5c3ea35394951bad9dd2bc1a6642	op-v1-40ff3813edc41e431f3dfdfd52ef8beeeb37db6a3a1a28156be20f66ed3e1dca	11	not_applicable	native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1525									
v1	rk-v1-39d339dfdc299a62bfa5e3709e08634d3514c773be66c5e1b5d34651a1a74c94	35	32	FC-v1-utf8-source	archsimd	cell-v1-5fdab9b4dd980bf7278ee11a73beed5ba9d609de65957beaa19b5e1c965d86c9	op-v1-40ff3813edc41e431f3dfdfd52ef8beeeb37db6a3a1a28156be20f66ed3e1dca	11	not_applicable	native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1525									
v1	rk-v1-39d339dfdc299a62bfa5e3709e08634d3514c773be66c5e1b5d34651a1a74c94	35	32	FC-v1-utf8-source	neon	cell-v1-d6640835cea088b99fcdd623d7745abd46bb2056bac63171aa2335a70ac5f3f7	op-v1-40ff3813edc41e431f3dfdfd52ef8beeeb37db6a3a1a28156be20f66ed3e1dca	11	not_applicable	native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1525									
v1	rk-v1-074d23d5f7eeb0cafa681c8aa5434f0535582d513f31e291e8cdec2de4449a0b	36	24	FC-v1-utf8-source	westmere	cell-v1-352d89c86d84ce2f733d078754cdda7906136de7a4f5f20eefb0685bd3d5e96e	op-v1-40ff3813edc41e431f3dfdfd52ef8beeeb37db6a3a1a28156be20f66ed3e1dca	11	eligible		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1556;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf8_to_utf16.cpp	convertValidUTF8ToUTF16LEWestmere	symbol-v1-1ec4c0e5596684c9c4be670b198f2d60a1d7f0bd55c28961d39fe5f88fbc8791	shared-kernel-v1-4361dc4b69527c043fde23c103984d99f627cc041c34fab7ba03dd03d512348c	cell-v1-352d89c86d84ce2f733d078754cdda7906136de7a4f5f20eefb0685bd3d5e96e		KB-v1-FC-v1-utf8-source-westmere-01	batch-v1-d6267aa5608874f1103310a50a7bd32f8d65c30405c23f74b255f22784a1e49f	EB-v1-KB-v1-FC-v1-utf8-source-westmere-01-01	batch-v1-e1eb6e607314581be3dafd56fd3ac7d432031d5c2ab20107acbc15c9fcff8d15
v1	rk-v1-074d23d5f7eeb0cafa681c8aa5434f0535582d513f31e291e8cdec2de4449a0b	36	24	FC-v1-utf8-source	haswell	cell-v1-8272c48e7cfe43793c84737d9946061584231ae5cf446305be2a6e0a408d98c3	op-v1-40ff3813edc41e431f3dfdfd52ef8beeeb37db6a3a1a28156be20f66ed3e1dca	11	eligible		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1556;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf8_to_utf16.cpp	convertValidUTF8ToUTF16LEHaswell	symbol-v1-107e4c362810042ef0360781a3e134b16d888f26cf6fc8876b455d9a2bde465c	shared-kernel-v1-042b827b957cf5aaad3440a28af309de017101de7a25622573074b99e92ca2d8	cell-v1-8272c48e7cfe43793c84737d9946061584231ae5cf446305be2a6e0a408d98c3		KB-v1-FC-v1-utf8-source-haswell-01	batch-v1-2ad0ccd2f957c58d11bcb08ea60017a907c4d689acc6ffdb750f2be35afe5788	EB-v1-KB-v1-FC-v1-utf8-source-haswell-01-01	batch-v1-46fa6d92405aec6f8346b984e174ae84c0914e35162bf4819b40ff6a9909e190
v1	rk-v1-074d23d5f7eeb0cafa681c8aa5434f0535582d513f31e291e8cdec2de4449a0b	36	24	FC-v1-utf8-source	archsimd	cell-v1-de58b1651e026a833a2d9be4429148555670f20210f9389df99770bc72694944	op-v1-40ff3813edc41e431f3dfdfd52ef8beeeb37db6a3a1a28156be20f66ed3e1dca	11	eligible		simd/archsimd Go 1.26.5:FC-v1-utf8-source audit row; required primitives: byte classification, lookup/shuffle, error masks, compaction, u16/u32 widening, surrogate construction, endian stores, first-error; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	convertValidUTF8ToUTF16LEArchsimd	symbol-v1-7124d03628f7c6f445bc338061ad5992e15a7a1c3f5fa149df177123613e502e	shared-kernel-v1-2893697679f733516854289d749cac00a44a2798cdf77fa1328d5b9fc5fc015f	cell-v1-de58b1651e026a833a2d9be4429148555670f20210f9389df99770bc72694944		KB-v1-FC-v1-utf8-source-archsimd-01	batch-v1-9406058fd9a7a896244f251e90a58ca52a503ea33f860e0615d0929321bb4ebd	EB-v1-KB-v1-FC-v1-utf8-source-archsimd-01-01	batch-v1-8477bd93a8f95addd8d83b5e89855ee5f3d72d931b5092ea59be9dadcb2a14a3
v1	rk-v1-074d23d5f7eeb0cafa681c8aa5434f0535582d513f31e291e8cdec2de4449a0b	36	24	FC-v1-utf8-source	neon	cell-v1-1cd176baea407830cb634ecfe7c52812ca9a7c5635fcacec6601e3f177e21991	op-v1-40ff3813edc41e431f3dfdfd52ef8beeeb37db6a3a1a28156be20f66ed3e1dca	11	eligible		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1556;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf8_to_utf16.cpp	convertValidUTF8ToUTF16LENEON	symbol-v1-81a0aa3542b6c9c658eabbf7d2c3f03eef42ae5142a16e9a6ccad42629cc11be	shared-kernel-v1-5256f25bddad36fae1945adf8ca60e127b1b25156cdc5d8e042ad7e33d60fe04	cell-v1-1cd176baea407830cb634ecfe7c52812ca9a7c5635fcacec6601e3f177e21991		KB-v1-FC-v1-utf8-source-neon-01	batch-v1-f6f4ae449816ec240ef5a01754d9f2429a97d0dc389d8d74668ce4627627b4ef	EB-v1-KB-v1-FC-v1-utf8-source-neon-01-01	batch-v1-7930c272b9778fa1d753dd094ccb1c33652c6820fde49f8088832e6210a25aaf
v1	rk-v1-2e559f8b08bb866fc6653946e623f9b4dc1e40e561a056ec21f884cd2c3e8844	37	25	FC-v1-utf8-source	westmere	cell-v1-2b949ff8bc66acbe3f0a0f8158df32290d263e576c5b29afaaf729152a9117f8	op-v1-40ff3813edc41e431f3dfdfd52ef8beeeb37db6a3a1a28156be20f66ed3e1dca	11	eligible		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1588;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf8_to_utf16.cpp	convertValidUTF8ToUTF16BEWestmere	symbol-v1-c5e5c9b1cbe5616322b94924c3728828bb0771df2c4d23de3512034c5f214858	shared-kernel-v1-1870ae906fa89fca033baa2ac62da5c2544cc8605409464f5aee0d3be68570ea	cell-v1-2b949ff8bc66acbe3f0a0f8158df32290d263e576c5b29afaaf729152a9117f8		KB-v1-FC-v1-utf8-source-westmere-01	batch-v1-d6267aa5608874f1103310a50a7bd32f8d65c30405c23f74b255f22784a1e49f	EB-v1-KB-v1-FC-v1-utf8-source-westmere-01-01	batch-v1-e1eb6e607314581be3dafd56fd3ac7d432031d5c2ab20107acbc15c9fcff8d15
v1	rk-v1-2e559f8b08bb866fc6653946e623f9b4dc1e40e561a056ec21f884cd2c3e8844	37	25	FC-v1-utf8-source	haswell	cell-v1-af7e746bdbd3e8d2dadb7c3cd27e19e9ae5db144864ef921e54dab23b2317b24	op-v1-40ff3813edc41e431f3dfdfd52ef8beeeb37db6a3a1a28156be20f66ed3e1dca	11	eligible		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1588;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf8_to_utf16.cpp	convertValidUTF8ToUTF16BEHaswell	symbol-v1-f6405f7a7e7b50d888a637be48ad27d393cee4a2e58a40b1b580d51b04188650	shared-kernel-v1-5d9a0fb349ccdb039725cf18c27bf3e65dd5906c6f0d5c751aa3dad55289de0f	cell-v1-af7e746bdbd3e8d2dadb7c3cd27e19e9ae5db144864ef921e54dab23b2317b24		KB-v1-FC-v1-utf8-source-haswell-01	batch-v1-2ad0ccd2f957c58d11bcb08ea60017a907c4d689acc6ffdb750f2be35afe5788	EB-v1-KB-v1-FC-v1-utf8-source-haswell-01-01	batch-v1-46fa6d92405aec6f8346b984e174ae84c0914e35162bf4819b40ff6a9909e190
v1	rk-v1-2e559f8b08bb866fc6653946e623f9b4dc1e40e561a056ec21f884cd2c3e8844	37	25	FC-v1-utf8-source	archsimd	cell-v1-d24ecd2145f0336340e632ae54517e546bc5f531b2e96e3d699f3ab6946594e7	op-v1-40ff3813edc41e431f3dfdfd52ef8beeeb37db6a3a1a28156be20f66ed3e1dca	11	eligible		simd/archsimd Go 1.26.5:FC-v1-utf8-source audit row; required primitives: byte classification, lookup/shuffle, error masks, compaction, u16/u32 widening, surrogate construction, endian stores, first-error; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	convertValidUTF8ToUTF16BEArchsimd	symbol-v1-74377607f3fd6f2d0342d26db75b01207d47cdc7802c2a63a9799f8955a3d81e	shared-kernel-v1-451030642f29f0d8cac5559eecacb365d293ece99cf622fa08736b7a47889b44	cell-v1-d24ecd2145f0336340e632ae54517e546bc5f531b2e96e3d699f3ab6946594e7		KB-v1-FC-v1-utf8-source-archsimd-01	batch-v1-9406058fd9a7a896244f251e90a58ca52a503ea33f860e0615d0929321bb4ebd	EB-v1-KB-v1-FC-v1-utf8-source-archsimd-01-01	batch-v1-8477bd93a8f95addd8d83b5e89855ee5f3d72d931b5092ea59be9dadcb2a14a3
v1	rk-v1-2e559f8b08bb866fc6653946e623f9b4dc1e40e561a056ec21f884cd2c3e8844	37	25	FC-v1-utf8-source	neon	cell-v1-e8799d419331b2984d9fdbacb0203c3e9a0911d5ea1b206c989ca02e05501411	op-v1-40ff3813edc41e431f3dfdfd52ef8beeeb37db6a3a1a28156be20f66ed3e1dca	11	eligible		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1588;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf8_to_utf16.cpp	convertValidUTF8ToUTF16BENEON	symbol-v1-76acf395ce8dafa35590e9acce0afd8f5a3ce8c3352cbd2d66a7fe0503d7b236	shared-kernel-v1-23a558c308ded7d76fc28f7a0c7be0421caef4d3ce84a8efa473d6f0c769b128	cell-v1-e8799d419331b2984d9fdbacb0203c3e9a0911d5ea1b206c989ca02e05501411		KB-v1-FC-v1-utf8-source-neon-01	batch-v1-f6f4ae449816ec240ef5a01754d9f2429a97d0dc389d8d74668ce4627627b4ef	EB-v1-KB-v1-FC-v1-utf8-source-neon-01-01	batch-v1-7930c272b9778fa1d753dd094ccb1c33652c6820fde49f8088832e6210a25aaf
v1	rk-v1-990d051843e234cab0a2c1d3979ae51c9f73f5633d9a31d1221ffb726decda68	38	31	FC-v1-utf8-source	westmere	cell-v1-9e03b2b543c20477e676b21a20b1722de2081490dc72c2672c81b65ff2c52232	op-v1-e873fa9443cdd8f0da23033c51511f306b365bb447808f2c01e2a44185f4b40d	12	eligible		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1621;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf8_to_utf32.cpp	convertValidUTF8ToUTF32Westmere	symbol-v1-0553bff0f1d25f53870e411cd4b6374e12bea2af3dd8cb92c5817374cf72ab5c	shared-kernel-v1-72cb9acada532796ddb2717bc7bb6003088c888dbd178744779523c85320b799	cell-v1-9e03b2b543c20477e676b21a20b1722de2081490dc72c2672c81b65ff2c52232		KB-v1-FC-v1-utf8-source-westmere-01	batch-v1-d6267aa5608874f1103310a50a7bd32f8d65c30405c23f74b255f22784a1e49f	EB-v1-KB-v1-FC-v1-utf8-source-westmere-01-01	batch-v1-e1eb6e607314581be3dafd56fd3ac7d432031d5c2ab20107acbc15c9fcff8d15
v1	rk-v1-990d051843e234cab0a2c1d3979ae51c9f73f5633d9a31d1221ffb726decda68	38	31	FC-v1-utf8-source	haswell	cell-v1-839506ffe75d4284d0d67fc7d15cee659cc15777d0e2a825cc061fd328c298b1	op-v1-e873fa9443cdd8f0da23033c51511f306b365bb447808f2c01e2a44185f4b40d	12	eligible		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1621;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf8_to_utf32.cpp	convertValidUTF8ToUTF32Haswell	symbol-v1-0f0ecd6690710c3687c29f31f42ad7cece16d8493605c0aa523cdfe2b67cf32e	shared-kernel-v1-ee67f61d2e204816c0c15973b90dc55ea8926edc9bd16a073f60d3a1b9981674	cell-v1-839506ffe75d4284d0d67fc7d15cee659cc15777d0e2a825cc061fd328c298b1		KB-v1-FC-v1-utf8-source-haswell-01	batch-v1-2ad0ccd2f957c58d11bcb08ea60017a907c4d689acc6ffdb750f2be35afe5788	EB-v1-KB-v1-FC-v1-utf8-source-haswell-01-01	batch-v1-46fa6d92405aec6f8346b984e174ae84c0914e35162bf4819b40ff6a9909e190
v1	rk-v1-990d051843e234cab0a2c1d3979ae51c9f73f5633d9a31d1221ffb726decda68	38	31	FC-v1-utf8-source	archsimd	cell-v1-0ce5c0a357d0f04e313067e071425d3b07a848ab340ea3915791921020d36fa0	op-v1-e873fa9443cdd8f0da23033c51511f306b365bb447808f2c01e2a44185f4b40d	12	eligible		simd/archsimd Go 1.26.5:FC-v1-utf8-source audit row; required primitives: byte classification, lookup/shuffle, error masks, compaction, u16/u32 widening, surrogate construction, endian stores, first-error; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	convertValidUTF8ToUTF32Archsimd	symbol-v1-780d95333e879224bc57b58ed5d80a3a0bc10a23fd9960096d3bbe86c5915278	shared-kernel-v1-5d0c3f07c98448c5ab9da5a77be78de6cea5913fa8f5dd606745c9f5ebf09fb1	cell-v1-0ce5c0a357d0f04e313067e071425d3b07a848ab340ea3915791921020d36fa0		KB-v1-FC-v1-utf8-source-archsimd-01	batch-v1-9406058fd9a7a896244f251e90a58ca52a503ea33f860e0615d0929321bb4ebd	EB-v1-KB-v1-FC-v1-utf8-source-archsimd-01-01	batch-v1-8477bd93a8f95addd8d83b5e89855ee5f3d72d931b5092ea59be9dadcb2a14a3
v1	rk-v1-990d051843e234cab0a2c1d3979ae51c9f73f5633d9a31d1221ffb726decda68	38	31	FC-v1-utf8-source	neon	cell-v1-996734e6182e338deeedfb1764b221c026ade2ef75dd3aad12bc078dc18fab60	op-v1-e873fa9443cdd8f0da23033c51511f306b365bb447808f2c01e2a44185f4b40d	12	eligible		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1621;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf8_to_utf32.cpp	convertValidUTF8ToUTF32NEON	symbol-v1-5d72a26ea22afb4e3d2e76f183710131ba416f848f36fb5f77c5e046b3f9ddba	shared-kernel-v1-2ee74f1701a7f1e51d2d226bf394e8e7f5255c6fc60d21fbc0d9b68cc1ef977b	cell-v1-996734e6182e338deeedfb1764b221c026ade2ef75dd3aad12bc078dc18fab60		KB-v1-FC-v1-utf8-source-neon-01	batch-v1-f6f4ae449816ec240ef5a01754d9f2429a97d0dc389d8d74668ce4627627b4ef	EB-v1-KB-v1-FC-v1-utf8-source-neon-01-01	batch-v1-7930c272b9778fa1d753dd094ccb1c33652c6820fde49f8088832e6210a25aaf
v1	rk-v1-ccc91f29d0e3f45a142f851b0c3d909d45cae372b28e3a898c4cb679e98f8b5a	39	17	FC-v1-latin1-source	westmere	cell-v1-2a21818f3119863b43c71aae9bbca4eb0c08a0e4851681568be06a2ce365db2d	op-v1-f16145af648802b565b96f95a0b48d81e4b24c8a3e638548cb6d147d331ebf1b	19	eligible		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1652;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/implementation.cpp	utf8LengthFromLatin1Westmere	symbol-v1-0817813b6c13d54eee59e80906004e519279e6aac4b826bc4961d1a66713936a	shared-kernel-v1-e753994b2895389b4ef9b3d7ecf0d4ad88dd9c649e293730b717e201db7d6f85	cell-v1-2a21818f3119863b43c71aae9bbca4eb0c08a0e4851681568be06a2ce365db2d		KB-v1-FC-v1-latin1-source-westmere-01	batch-v1-25126b8a0e80973d9f2f0ed7c14c34606c0b4d1bcaee5d64182b8e392a04dfe4	EB-v1-KB-v1-FC-v1-latin1-source-westmere-01-01	batch-v1-0e55bbfa16917ec5697fe59783f99180b29e9f5da9e5991a08b9d1fcb6627283
v1	rk-v1-ccc91f29d0e3f45a142f851b0c3d909d45cae372b28e3a898c4cb679e98f8b5a	39	17	FC-v1-latin1-source	haswell	cell-v1-4895cbfedc5019f7855cbbb01e33f57284c832b8a802e711a454d19ddd7432f9	op-v1-f16145af648802b565b96f95a0b48d81e4b24c8a3e638548cb6d147d331ebf1b	19	eligible		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1652;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/implementation.cpp	utf8LengthFromLatin1Haswell	symbol-v1-971a7ca5909e6b18481981cc57dea4f2228361da5a8989aa89e16b0cacfe2d9e	shared-kernel-v1-367b1a9678927aea9062247696a5cae0fbbd0da3e590d7af96feb2505c8cdef1	cell-v1-4895cbfedc5019f7855cbbb01e33f57284c832b8a802e711a454d19ddd7432f9		KB-v1-FC-v1-latin1-source-haswell-01	batch-v1-0c8af1045db050c89b7e6e8d5477ce0ee29676ad34017e23d8a63a97acc005da	EB-v1-KB-v1-FC-v1-latin1-source-haswell-01-01	batch-v1-58908d36eede5af28f5ca2ff7ec62d8a2bd5cca9398c9eff324fde73bbed3c2b
