mapping_version	manifest_ordinal	go_symbol	family_contract_display_id	isa_ordinal_or_scalar	canonical_kernel_name	westmere_outcome	westmere_direct_symbol	westmere_na_reason	westmere_evidence_anchor	haswell_outcome	haswell_direct_symbol	haswell_na_reason	haswell_evidence_anchor	archsimd_outcome	archsimd_direct_symbol	archsimd_na_reason	archsimd_evidence_anchor	neon_outcome	neon_direct_symbol	neon_na_reason	neon_evidence_anchor
v1	81	ConvertUTF32ToLatin1WithErrors	FC-v1-utf32-source	16	convertUTF32ToLatin1WithErrors	eligible	convertUTF32ToLatin1WithErrorsWestmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3290;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf32_to_latin1.cpp:1-1	eligible	convertUTF32ToLatin1WithErrorsHaswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3290;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf32_to_latin1.cpp:1-1	eligible	convertUTF32ToLatin1WithErrorsArchsimd		simd/archsimd Go 1.26.5:FC-v1-utf32-source audit row; required primitives: u32 range/surrogate checks, narrow/pack, UTF-8 shuffle/table packing, UTF-16 surrogate expansion/endian stores; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	convertUTF32ToLatin1WithErrorsNEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3290;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf32_to_latin1.cpp:1-1
v1	82	ConvertValidUTF32ToLatin1	FC-v1-utf32-source	16	convertUTF32ToLatin1	eligible	convertValidUTF32ToLatin1Westmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3331;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf32_to_latin1.cpp:1-1	eligible	convertValidUTF32ToLatin1Haswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3331;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf32_to_latin1.cpp:1-1	eligible	convertValidUTF32ToLatin1Archsimd		simd/archsimd Go 1.26.5:FC-v1-utf32-source audit row; required primitives: u32 range/surrogate checks, narrow/pack, UTF-8 shuffle/table packing, UTF-16 surrogate expansion/endian stores; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	convertValidUTF32ToLatin1NEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3331;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf32_to_latin1.cpp:1-1
v1	83	Latin1LengthFromUTF32	FC-v1-utf32-source	scalar		not_applicable		primitive_gap	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3367	not_applicable		primitive_gap	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3367	not_applicable		primitive_gap	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3367	not_applicable		primitive_gap	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3367
v1	84	UTF32LengthFromLatin1	FC-v1-latin1-source	scalar		not_applicable		primitive_gap	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3380	not_applicable		primitive_gap	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3380	not_applicable		primitive_gap	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3380	not_applicable		primitive_gap	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3380
v1	85	ConvertUTF32ToUTF16BE	FC-v1-utf32-source	18	convertUTF32ToUTF16BE	eligible	convertUTF32ToUTF16BEWestmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3399;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf32_to_utf16.cpp:1-1	eligible	convertUTF32ToUTF16BEHaswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3399;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf32_to_utf16.cpp:1-1	eligible	convertUTF32ToUTF16BEArchsimd		simd/archsimd Go 1.26.5:FC-v1-utf32-source audit row; required primitives: u32 range/surrogate checks, narrow/pack, UTF-8 shuffle/table packing, UTF-16 surrogate expansion/endian stores; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	convertUTF32ToUTF16BENEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3399;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf32_to_utf16.cpp:1-1
v1	86	ConvertUTF32ToUTF16WithErrors	FC-v1-utf32-source	18		not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3435	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3435	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3435	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3435
v1	87	ConvertUTF32ToUTF16LEWithErrors	FC-v1-utf32-source	18	convertUTF32ToUTF16LEWithErrors	eligible	convertUTF32ToUTF16LEWithErrorsWestmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3470;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf32_to_utf16.cpp:1-1	eligible	convertUTF32ToUTF16LEWithErrorsHaswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3470;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf32_to_utf16.cpp:1-1	eligible	convertUTF32ToUTF16LEWithErrorsArchsimd		simd/archsimd Go 1.26.5:FC-v1-utf32-source audit row; required primitives: u32 range/surrogate checks, narrow/pack, UTF-8 shuffle/table packing, UTF-16 surrogate expansion/endian stores; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	convertUTF32ToUTF16LEWithErrorsNEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3470;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf32_to_utf16.cpp:1-1
v1	88	ConvertUTF32ToUTF16BEWithErrors	FC-v1-utf32-source	18	convertUTF32ToUTF16BEWithErrors	eligible	convertUTF32ToUTF16BEWithErrorsWestmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3506;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf32_to_utf16.cpp:1-1	eligible	convertUTF32ToUTF16BEWithErrorsHaswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3506;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf32_to_utf16.cpp:1-1	eligible	convertUTF32ToUTF16BEWithErrorsArchsimd		simd/archsimd Go 1.26.5:FC-v1-utf32-source audit row; required primitives: u32 range/surrogate checks, narrow/pack, UTF-8 shuffle/table packing, UTF-16 surrogate expansion/endian stores; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	convertUTF32ToUTF16BEWithErrorsNEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3506;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf32_to_utf16.cpp:1-1
v1	89	ConvertValidUTF32ToUTF16	FC-v1-utf32-source	18		not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3539	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3539	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3539	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3539
v1	90	ConvertValidUTF32ToUTF16LE	FC-v1-utf32-source	18	convertUTF32ToUTF16LE	eligible	convertValidUTF32ToUTF16LEWestmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3574;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf32_to_utf16.cpp:1-1	eligible	convertValidUTF32ToUTF16LEHaswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3574;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf32_to_utf16.cpp:1-1	eligible	convertValidUTF32ToUTF16LEArchsimd		simd/archsimd Go 1.26.5:FC-v1-utf32-source audit row; required primitives: u32 range/surrogate checks, narrow/pack, UTF-8 shuffle/table packing, UTF-16 surrogate expansion/endian stores; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	convertValidUTF32ToUTF16LENEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3574;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf32_to_utf16.cpp:1-1
v1	91	ConvertValidUTF32ToUTF16BE	FC-v1-utf32-source	18	convertUTF32ToUTF16BE	eligible	convertValidUTF32ToUTF16BEWestmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3608;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf32_to_utf16.cpp:1-1	eligible	convertValidUTF32ToUTF16BEHaswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3608;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf32_to_utf16.cpp:1-1	eligible	convertValidUTF32ToUTF16BEArchsimd		simd/archsimd Go 1.26.5:FC-v1-utf32-source audit row; required primitives: u32 range/surrogate checks, narrow/pack, UTF-8 shuffle/table packing, UTF-16 surrogate expansion/endian stores; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	convertValidUTF32ToUTF16BENEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3608;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf32_to_utf16.cpp:1-1
v1	92	ChangeEndiannessUTF16	FC-v1-utf16-source	19	changeEndiannessUTF16	eligible	changeEndiannessUTF16Westmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3644;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/implementation.cpp:1-1	eligible	changeEndiannessUTF16Haswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3644;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/implementation.cpp:1-1	eligible	changeEndiannessUTF16Archsimd		simd/archsimd Go 1.26.5:FC-v1-utf16-source audit row; required primitives: endian u16 loads/swaps, surrogate carry, compare/narrow, UTF-8 table/shuffle/pack, pair combine/u32 widen, counts/first-error; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	changeEndiannessUTF16NEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3644;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/implementation.cpp:1-1
v1	93	UTF8LengthFromUTF32	FC-v1-utf32-source	19	utf8LengthFromUTF32	eligible	utf8LengthFromUTF32Westmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3676;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/implementation.cpp:1-1	eligible	utf8LengthFromUTF32Haswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3676;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/implementation.cpp:1-1	eligible	utf8LengthFromUTF32Archsimd		simd/archsimd Go 1.26.5:FC-v1-utf32-source audit row; required primitives: u32 range/surrogate checks, narrow/pack, UTF-8 shuffle/table packing, UTF-16 surrogate expansion/endian stores; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	utf8LengthFromUTF32NEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3676;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/implementation.cpp:1-1
v1	94	UTF16LengthFromUTF32	FC-v1-utf32-source	19	utf16LengthFromUTF32	eligible	utf16LengthFromUTF32Westmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3707;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/implementation.cpp:1-1	eligible	utf16LengthFromUTF32Haswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3707;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/implementation.cpp:1-1	eligible	utf16LengthFromUTF32Archsimd		simd/archsimd Go 1.26.5:FC-v1-utf32-source audit row; required primitives: u32 range/surrogate checks, narrow/pack, UTF-8 shuffle/table packing, UTF-16 surrogate expansion/endian stores; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	utf16LengthFromUTF32NEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3707;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/implementation.cpp:1-1
v1	95	UTF32LengthFromUTF16	FC-v1-utf16-source	15		not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3740	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3740	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3740	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3740
v1	96	UTF32LengthFromUTF16LE	FC-v1-utf16-source	15	utf32LengthFromUTF16LE	eligible	utf32LengthFromUTF16LEWestmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3773;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf16_to_utf32.cpp:1-1	eligible	utf32LengthFromUTF16LEHaswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3773;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf16_to_utf32.cpp:1-1	eligible	utf32LengthFromUTF16LEArchsimd		simd/archsimd Go 1.26.5:FC-v1-utf16-source audit row; required primitives: endian u16 loads/swaps, surrogate carry, compare/narrow, UTF-8 table/shuffle/pack, pair combine/u32 widen, counts/first-error; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	utf32LengthFromUTF16LENEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3773;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf16_to_utf32.cpp:1-1
v1	97	UTF32LengthFromUTF16BE	FC-v1-utf16-source	15	utf32LengthFromUTF16BE	eligible	utf32LengthFromUTF16BEWestmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3807;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf16_to_utf32.cpp:1-1	eligible	utf32LengthFromUTF16BEHaswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3807;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf16_to_utf32.cpp:1-1	eligible	utf32LengthFromUTF16BEArchsimd		simd/archsimd Go 1.26.5:FC-v1-utf16-source audit row; archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	utf32LengthFromUTF16BENEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3807;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf16_to_utf32.cpp:1-1
v1	98	CountUTF16	FC-v1-utf16-source	19		not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3842	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3842	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3842	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3842
v1	99	CountUTF16LE	FC-v1-utf16-source	19	countUTF16LE	eligible	countUTF16LEWestmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3873;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/implementation.cpp:1-1	eligible	countUTF16LEHaswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3873;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/implementation.cpp:1-1	eligible	countUTF16LEArchsimd		simd/archsimd Go 1.26.5:FC-v1-utf16-source audit row; archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	countUTF16LENEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3873;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/implementation.cpp:1-1
v1	100	CountUTF16BE	FC-v1-utf16-source	19	countUTF16BE	eligible	countUTF16BEWestmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3904;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/implementation.cpp:1-1	eligible	countUTF16BEHaswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3904;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/implementation.cpp:1-1	eligible	countUTF16BEArchsimd		simd/archsimd Go 1.26.5:FC-v1-utf16-source audit row; archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	countUTF16BENEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3904;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/implementation.cpp:1-1
v1	101	TrimPartialUTF16BE	FC-v1-utf16-source	scalar		not_applicable		primitive_gap	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4002	not_applicable		primitive_gap	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4002	not_applicable		primitive_gap	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4002	not_applicable		primitive_gap	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4002
v1	102	TrimPartialUTF16LE	FC-v1-utf16-source	scalar		not_applicable		primitive_gap	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4034	not_applicable		primitive_gap	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4034	not_applicable		primitive_gap	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4034	not_applicable		primitive_gap	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4034
v1	103	TrimPartialUTF16	FC-v1-utf16-source	scalar		not_applicable		primitive_gap	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4066	not_applicable		primitive_gap	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4066	not_applicable		primitive_gap	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4066	not_applicable		primitive_gap	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4066
v1	104	Find	FC-v1-find	22	find	eligible	findWestmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4158;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/implementation.cpp:1-1;611becc2a08c27a4edc77d9a45ff74c97130129b:src/generic/find.h:1-1	eligible	findHaswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4158;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/implementation.cpp:1-1;611becc2a08c27a4edc77d9a45ff74c97130129b:src/generic/find.h:1-1	eligible	findArchsimd		simd/archsimd Go 1.26.5:FC-v1-find audit row; required primitives: u8/u16 splat/compare, mask extraction, first-set-lane index, bounded loads; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	findNEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4158;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_find.cpp:1-1
v1	105	FindUTF16	FC-v1-find	22	findUTF16	eligible	findUTF16Westmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4172;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/implementation.cpp:1-1;611becc2a08c27a4edc77d9a45ff74c97130129b:src/generic/find.h:1-1	eligible	findUTF16Haswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4172;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/implementation.cpp:1-1;611becc2a08c27a4edc77d9a45ff74c97130129b:src/generic/find.h:1-1	eligible	findUTF16Archsimd		simd/archsimd Go 1.26.5:FC-v1-find audit row; required primitives: u8/u16 splat/compare, mask extraction, first-set-lane index, bounded loads; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	findUTF16NEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4172;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_find.cpp:1-1
