mapping_version	manifest_ordinal	go_symbol	family_contract_display_id	isa_ordinal_or_scalar	canonical_kernel_name	westmere_outcome	westmere_direct_symbol	westmere_na_reason	westmere_evidence_anchor	haswell_outcome	haswell_direct_symbol	haswell_na_reason	haswell_evidence_anchor	archsimd_outcome	archsimd_direct_symbol	archsimd_na_reason	archsimd_evidence_anchor	neon_outcome	neon_direct_symbol	neon_na_reason	neon_evidence_anchor
v1	46	ConvertUTF16BEToUTF8	FC-v1-utf16-source	14	convertUTF16BEToUTF8	eligible	convertUTF16BEToUTF8Westmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2034;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf16_to_utf8.cpp	eligible	convertUTF16BEToUTF8Haswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2034;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf16_to_utf8.cpp	eligible	convertUTF16BEToUTF8Archsimd		simd/archsimd Go 1.26.5:FC-v1-utf16-source audit row; required primitives: endian u16 loads/swaps, surrogate carry, compare/narrow, UTF-8 table/shuffle/pack, pair combine/u32 widen, counts/first-error; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	convertUTF16BEToUTF8NEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2034;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf16_to_utf8.cpp
v1	47	ConvertUTF16ToLatin1WithErrors	FC-v1-utf16-source	13		not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2074	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2074	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2074	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2074
v1	48	ConvertUTF16LEToLatin1WithErrors	FC-v1-utf16-source	13	convertUTF16LEToLatin1WithErrors	eligible	convertUTF16LEToLatin1WithErrorsWestmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2110;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf16_to_latin1.cpp	eligible	convertUTF16LEToLatin1WithErrorsHaswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2110;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf16_to_latin1.cpp	eligible	convertUTF16LEToLatin1WithErrorsArchsimd		simd/archsimd Go 1.26.5:FC-v1-utf16-source audit row; required primitives: endian u16 loads/swaps, surrogate carry, compare/narrow, UTF-8 table/shuffle/pack, pair combine/u32 widen, counts/first-error; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	convertUTF16LEToLatin1WithErrorsNEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2110;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf16_to_latin1.cpp
v1	49	ConvertUTF16BEToLatin1WithErrors	FC-v1-utf16-source	13	convertUTF16BEToLatin1WithErrors	eligible	convertUTF16BEToLatin1WithErrorsWestmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2148;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf16_to_latin1.cpp	eligible	convertUTF16BEToLatin1WithErrorsHaswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2148;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf16_to_latin1.cpp	eligible	convertUTF16BEToLatin1WithErrorsArchsimd		simd/archsimd Go 1.26.5:FC-v1-utf16-source audit row; required primitives: endian u16 loads/swaps, surrogate carry, compare/narrow, UTF-8 table/shuffle/pack, pair combine/u32 widen, counts/first-error; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	convertUTF16BEToLatin1WithErrorsNEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2148;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf16_to_latin1.cpp
v1	50	ConvertUTF16ToUTF8WithErrors	FC-v1-utf16-source	14		not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2188	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2188	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2188	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2188
v1	51	ConvertUTF16LEToUTF8WithErrors	FC-v1-utf16-source	14	convertUTF16LEToUTF8WithErrors	eligible	convertUTF16LEToUTF8WithErrorsWestmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2225;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf16_to_utf8.cpp	eligible	convertUTF16LEToUTF8WithErrorsHaswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2225;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf16_to_utf8.cpp	eligible	convertUTF16LEToUTF8WithErrorsArchsimd		simd/archsimd Go 1.26.5:FC-v1-utf16-source audit row; required primitives: endian u16 loads/swaps, surrogate carry, compare/narrow, UTF-8 table/shuffle/pack, pair combine/u32 widen, counts/first-error; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	convertUTF16LEToUTF8WithErrorsNEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2225;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf16_to_utf8.cpp
v1	52	ConvertUTF16BEToUTF8WithErrors	FC-v1-utf16-source	14	convertUTF16BEToUTF8WithErrors	eligible	convertUTF16BEToUTF8WithErrorsWestmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2262;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf16_to_utf8.cpp	eligible	convertUTF16BEToUTF8WithErrorsHaswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2262;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf16_to_utf8.cpp	eligible	convertUTF16BEToUTF8WithErrorsArchsimd		simd/archsimd Go 1.26.5:FC-v1-utf16-source audit row; required primitives: endian u16 loads/swaps, surrogate carry, compare/narrow, UTF-8 table/shuffle/pack, pair combine/u32 widen, counts/first-error; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	convertUTF16BEToUTF8WithErrorsNEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2262;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf16_to_utf8.cpp
v1	53	ConvertUTF16LEToUTF8WithReplacement	FC-v1-utf16-source	14	convertUTF16LEToUTF8WithReplacement	eligible	convertUTF16LEToUTF8WithReplacementWestmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2297;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf16_to_utf8.cpp	eligible	convertUTF16LEToUTF8WithReplacementHaswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2297;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf16_to_utf8.cpp	eligible	convertUTF16LEToUTF8WithReplacementArchsimd		simd/archsimd Go 1.26.5:FC-v1-utf16-source audit row; required primitives: endian u16 loads/swaps, surrogate carry, compare/narrow, UTF-8 table/shuffle/pack, pair combine/u32 widen, counts/first-error; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	convertUTF16LEToUTF8WithReplacementNEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2297;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf16_to_utf8.cpp
v1	54	ConvertUTF16BEToUTF8WithReplacement	FC-v1-utf16-source	14	convertUTF16BEToUTF8WithReplacement	eligible	convertUTF16BEToUTF8WithReplacementWestmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2332;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf16_to_utf8.cpp	eligible	convertUTF16BEToUTF8WithReplacementHaswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2332;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf16_to_utf8.cpp	eligible	convertUTF16BEToUTF8WithReplacementArchsimd		simd/archsimd Go 1.26.5:FC-v1-utf16-source audit row; required primitives: endian u16 loads/swaps, surrogate carry, compare/narrow, UTF-8 table/shuffle/pack, pair combine/u32 widen, counts/first-error; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	convertUTF16BEToUTF8WithReplacementNEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2332;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf16_to_utf8.cpp
v1	55	ConvertUTF16ToUTF8WithReplacement	FC-v1-utf16-source	14		not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2367	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2367	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2367	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2367
